id,date,GPP_daily,ER_daily,K600_daily
HOGNW16,5/13/2019,0.128977,-2.56534114,9.434510215
HOGNW16,5/14/2019,0.093511917,-2.060871807,8.935350342
HOGNW16,5/15/2019,0.139317569,-2.080875814,10.19059721
HOGNW16,5/16/2019,0.116905046,-1.976642705,9.441149037
HOGNW16,5/17/2019,0.159257618,-2.142608299,9.820617472
HOGNW16,5/18/2019,0.231295042,-2.389415447,10.90790907
HOGNW16,5/19/2019,0.174646049,-2.066836211,9.225540438
HOGNW16,5/20/2019,0.201815263,-2.659317136,11.19989643
HOGNW16,5/21/2019,0.187328171,-2.021007818,8.340633036
HOGNW16,5/22/2019,0.199530751,-2.072275085,8.753731924
HOGNW16,5/23/2019,0.158193255,-2.331659309,10.20985913
HOGNW16,5/24/2019,0.163984087,-1.986241421,8.592706813
HOGNW16,5/25/2019,0.199727715,-2.109021991,8.790521534
HOGNW16,5/26/2019,0.195115351,-1.951312209,7.754723766
HOGNW16,5/27/2019,0.281295871,-2.160575034,8.214152141
HOGNW16,5/28/2019,0.156503532,-0.645781164,0.229845068
HOGNW16,5/29/2019,-0.033155551,-2.648434664,6.069176508
HOGNW16,5/30/2019,0.023008462,-3.609689493,10.32774572
HOGNW16,5/31/2019,-0.132228748,-0.303745737,0.191530128
HOGNW16,6/1/2019,NA,NA,NA
HOGNW16,6/2/2019,0.155211336,-4.313442109,10.91115694
HOGNW16,6/3/2019,0.185909871,-4.111777478,11.0871887
HOGNW16,6/4/2019,0.070571762,-0.820706344,1.352295471
HOGNW16,6/5/2019,0.019678574,-3.036296865,5.936143474
HOGNW16,6/6/2019,0.064833426,-3.616553688,10.12193777
HOGNW16,6/7/2019,-0.053314257,-1.390705068,2.941842561
HOGNW16,6/8/2019,0.179323058,-3.051486825,6.019600232
HOGNW16,6/9/2019,-0.119856402,-1.335477005,2.95716061
HOGNW16,6/10/2019,-0.026685695,-3.784788984,9.687478908
HOGNW16,6/11/2019,-0.361884007,-1.270688037,3.131607255
HOGNW16,6/12/2019,NA,NA,NA
HOGNW16,6/13/2019,NA,NA,NA
HOGNW16,6/14/2019,NA,NA,NA
HOGNW16,6/15/2019,NA,NA,NA
HOGNW16,6/16/2019,NA,NA,NA
HOGNW16,6/17/2019,NA,NA,NA
HOGNW16,6/18/2019,NA,NA,NA
HOGNW16,6/19/2019,NA,NA,NA
HOGNW16,6/20/2019,NA,NA,NA
HOGNW16,6/21/2019,NA,NA,NA
HOGNW16,6/22/2019,NA,NA,NA
HOGNW16,6/23/2019,NA,NA,NA
HOGNW16,6/24/2019,NA,NA,NA
HOGNW16,6/25/2019,NA,NA,NA
HOGNW16,6/26/2019,NA,NA,NA
HOGNW16,6/27/2019,NA,NA,NA
HOGNW16,6/28/2019,NA,NA,NA
HOGNW16,6/29/2019,NA,NA,NA
HOGNW16,6/30/2019,NA,NA,NA
HOGNW16,7/1/2019,NA,NA,NA
HOGNW16,7/2/2019,NA,NA,NA
HOGNW16,7/3/2019,NA,NA,NA
HOGNW16,7/4/2019,NA,NA,NA
HOGNW16,7/5/2019,NA,NA,NA
HOGNW16,7/6/2019,NA,NA,NA
HOGNW16,7/7/2019,NA,NA,NA
HOGNW16,7/8/2019,NA,NA,NA
HOGNW16,7/9/2019,NA,NA,NA
HOGNW16,7/10/2019,-0.006908149,-2.920792907,9.606733519
HOGNW16,7/11/2019,0.010498881,-1.468538859,3.743903734
HOGNW16,7/12/2019,-0.053703555,-0.179991511,0.364014024
HOGNW16,7/13/2019,-0.07347748,-2.580260257,7.084393005
HOGNW16,7/14/2019,-0.057534572,-3.018293478,8.767554724
HOGNW16,7/15/2019,-0.063645876,-0.606435732,1.52824981
HOGNW16,7/16/2019,-0.07170394,-0.275514661,0.462502835
HOGNW16,7/17/2019,-0.047889123,-0.044080802,0.1558961
HOGNW16,7/18/2019,-0.032778201,-2.881340322,6.970016388
HOGNW16,7/19/2019,-0.107909803,-0.714311196,1.902579622
HOGNW16,7/20/2019,-0.066670669,-0.216767751,0.453421823
HOGNW16,7/21/2019,NA,NA,NA
HOGNW16,7/22/2019,-0.076555984,-2.307282287,5.830991946
HOGNW16,7/23/2019,-0.086589625,-1.026060434,2.368381823
HOGNW16,7/24/2019,-0.100829304,0.067988186,0.201269491
HOGNW16,7/25/2019,-0.103771041,-1.886645486,4.129477351
HOGNW16,7/26/2019,-0.080931025,-1.62422369,3.590520795
HOGNW16,7/27/2019,-0.182614767,-1.504198634,3.47185426
HOGNW16,7/28/2019,-0.070711387,-1.734279565,4.046016919
HOGNW16,7/29/2019,NA,NA,NA
HOGNW16,7/30/2019,NA,NA,NA
HOGNW16,7/31/2019,NA,NA,NA
POS,2/24/2019,0.562905188,-3.688119193,16.16495077
POS,2/25/2019,0.514010821,-4.001509079,24.15584243
POS,2/26/2019,0.320071621,-4.282697654,25.23837568
POS,2/27/2019,NA,NA,NA
POS,2/28/2019,NA,NA,NA
POS,3/1/2019,0.3714576,-4.702455629,24.04572403
POS,3/2/2019,0.320017178,-2.804831872,11.06170484
POS,3/3/2019,NA,NA,NA
POS,3/4/2019,NA,NA,NA
POS,3/5/2019,NA,NA,NA
POS,3/6/2019,0.143691162,-3.091760402,24.52651547
POS,3/7/2019,0.14677666,-3.032550991,23.83547494
POS,3/8/2019,0.175151214,-3.083684649,22.96686511
POS,3/9/2019,NA,NA,NA
POS,3/10/2019,0.246048577,-3.765721237,22.9409345
POS,3/11/2019,0.288026803,-3.600432196,21.33462734
POS,3/12/2019,0.155279228,-3.527967119,22.02768748
POS,3/13/2019,0.363507613,-2.837936951,12.83618855
POS,3/14/2019,-0.179618229,-0.67767004,1.641409013
POS,3/15/2019,-0.437943452,-3.839380832,4.854715358
POS,3/16/2019,-0.595389022,0.240985434,2.514563911
POS,3/17/2019,0.306572056,-3.974930708,19.44348273
POS,3/18/2019,-0.02735073,-2.689242376,8.044731093
POS,3/19/2019,-0.570768292,-0.454609153,1.076671182
POS,3/20/2019,-0.015333808,-0.026333019,1.389222538
POS,3/21/2019,-0.298209405,-0.818801785,1.706717611
POS,3/22/2019,0.343112172,-0.416791479,2.277362309
POS,3/23/2019,0.070742603,-2.539012468,20.4249199
POS,3/24/2019,0.134338262,-2.716375012,20.08422867
POS,3/25/2019,0.242685886,-3.231433027,21.5788671
POS,3/26/2019,0.140207645,-2.887166499,19.58803887
POS,3/27/2019,-0.168623236,-3.498312649,14.01665952
POS,3/28/2019,0.109411179,-1.898721957,5.603671978
POS,3/29/2019,NA,NA,NA
POS,3/30/2019,NA,NA,NA
POS,3/31/2019,0.285431712,-2.444263413,11.95441167
POS,4/1/2019,0.198653056,-4.384343042,21.55018851
POS,4/2/2019,NA,NA,NA
POS,4/3/2019,0.036114399,-3.73681212,22.44739673
POS,4/4/2019,0.094784165,-4.012722449,22.9836627
POS,4/5/2019,0.153066652,-4.730753316,24.10920938
POS,4/6/2019,0.141065528,-4.416384961,22.44565415
POS,4/7/2019,0.18915505,-4.349733527,21.33042702
POS,4/8/2019,-0.137323784,-1.625771664,6.591889379
POS,4/9/2019,-0.311662427,-0.746741156,2.626490084
POS,4/10/2019,-0.05557128,-6.1269944,23.42342472
POS,4/11/2019,NA,NA,NA
POS,4/12/2019,-0.207916193,-3.520298304,15.229413
POS,4/13/2019,0.308860452,-5.27649971,24.36436074
POS,4/14/2019,0.09724261,-5.577556761,26.06534088
POS,4/15/2019,-0.093827541,-3.541474068,23.64136939
POS,4/16/2019,-0.059200566,-3.35503022,22.30970724
POS,4/17/2019,0.011349437,-3.808010504,23.24392147
POS,4/18/2019,0.09666529,-4.138139044,22.73746273
POS,4/19/2019,0.064452378,-0.325904132,0.465907706
POS,4/20/2019,-0.114069721,-3.206542248,15.166992
POS,4/21/2019,-0.074151868,-4.607400193,27.1865957
POS,4/22/2019,-0.048138939,-4.134252325,25.08685332
POS,4/23/2019,-0.077842222,-4.157687088,25.77962597
POS,4/24/2019,0.012592881,-4.609423013,29.31234665
POS,4/25/2019,0.151478742,-4.758455276,28.73619079
POS,4/26/2019,-0.111825319,-2.908943299,10.10644974
POS,4/27/2019,-0.047954535,-5.334744238,28.80489213
POS,4/28/2019,-0.010651932,-5.074237594,28.99891987
POS,4/29/2019,-0.019511091,-5.397577617,30.55170075
POS,4/30/2019,-0.031491125,-5.276636044,29.07053127
POS,5/1/2019,-8.65E-04,-5.567214399,30.57465289
POS,5/2/2019,0.260437577,-4.838496199,21.03622765
POS,5/3/2019,-0.06184356,-2.554496519,9.601743479
POS,5/4/2019,0.037196986,-8.093181523,34.68117723
POS,5/5/2019,-0.277841299,-3.592390292,14.72900217
POS,5/6/2019,0.047358451,-7.936013673,36.25089863
POS,5/7/2019,0.017980775,-7.148105125,37.85669425
POS,5/8/2019,0.014940415,-6.409311815,36.95202359
POS,5/9/2019,0.182822678,-6.792031017,39.62582175
POS,5/10/2019,0.194395355,-6.185706468,35.66163464
POS,5/11/2019,0.145568608,-5.913190425,33.75464486
POS,5/12/2019,0.276499019,-6.384140439,35.4906548
POS,5/13/2019,0.097793728,-5.684199966,34.24555865
POS,5/14/2019,-0.010131183,-4.611462598,31.69328948
POS,5/15/2019,0.104783801,-4.057408051,29.0358035
POS,5/16/2019,0.131457391,-3.87002304,25.98799612
POS,5/17/2019,0.133502563,-3.566494407,23.8171703
POS,5/18/2019,0.11726963,-3.348163363,22.91180168
POS,5/19/2019,0.032154726,-2.777741527,18.75261639
POS,5/20/2019,0.207966415,-3.736759118,22.69094887
POS,5/21/2019,0.017940051,-2.331014467,14.49808898
POS,5/22/2019,0.042455564,-2.639412836,16.24842155
POS,5/23/2019,0.107406811,-2.997618108,19.19189624
POS,5/24/2019,0.009250215,-2.394304909,15.80930933
POS,5/25/2019,0.051256926,-2.267269692,14.2216378
POS,5/26/2019,0.033127479,-2.10400349,12.9988082
POS,5/27/2019,0.037913962,-1.785118667,10.51867973
POS,5/28/2019,0.150086826,-0.888521442,1.413372307
POS,5/29/2019,NA,NA,NA
POS,5/30/2019,-0.073701769,-3.805037486,13.51473896
POS,5/31/2019,-0.101747236,-2.484965702,7.827856819
POS,6/1/2019,-0.038767646,-4.3714262,14.6658552
POS,6/2/2019,0.068327577,-3.891685081,17.434649
POS,6/3/2019,0.054457469,-3.586745281,16.57389327
POS,6/4/2019,-0.067158113,-0.394255938,0.751383139
POS,6/5/2019,0.128289905,-8.314411006,21.83129757
POS,6/6/2019,0.052719198,-3.164208731,11.58687264
POS,6/7/2019,-0.197273665,-4.771504716,17.3683685
POS,6/8/2019,0.219952412,-7.148701072,27.41629924
POS,6/9/2019,NA,NA,NA
POS,6/10/2019,NA,NA,NA
POS,6/11/2019,-0.282031344,-5.311578106,15.39155123
POS,6/12/2019,NA,NA,NA
POS,6/13/2019,-0.219668623,-1.23157914,2.218572899
POS,6/14/2019,NA,NA,NA
POS,6/15/2019,-0.065439713,-8.664300597,26.85418196
POS,6/16/2019,-0.102662378,-9.064267381,31.12558239
POS,6/17/2019,-0.771317269,0.110035047,1.336848443
POS,6/18/2019,-0.245664518,-0.304349608,0.712329537
POS,6/19/2019,-0.037788415,-0.439875796,0.346154679
POS,6/20/2019,-0.141412759,-3.025832992,5.304092709
POS,6/21/2019,NA,NA,NA
POS,6/22/2019,-0.020627738,-8.332793326,24.34708564
POS,6/23/2019,-0.029478926,-8.661209477,28.11175175
POS,6/24/2019,NA,NA,NA
POS,6/25/2019,0.043832256,-8.932066959,32.6295456
POS,6/26/2019,-0.016853794,-8.375289861,32.84567669
POS,6/27/2019,-0.124805748,-7.189130217,29.14690635
POS,6/28/2019,-0.012450415,-7.810153003,33.33800236
POS,6/29/2019,-0.027869354,-7.41260753,33.99051747
POS,6/30/2019,0.038763145,-7.301464386,33.11897048
POS,7/1/2019,0.006002216,-6.943095225,29.88351452
POS,7/2/2019,0.041670925,-1.520788681,3.894091401
POS,7/3/2019,0.034954178,-1.502101061,3.929219254
POS,7/4/2019,0.030639595,-2.308655376,5.649676168
POS,7/5/2019,NA,NA,NA
POS,7/6/2019,0.01806156,-6.169540982,17.77598432
POS,7/7/2019,0.036188551,-8.119216982,28.12080888
POS,7/8/2019,NA,NA,NA
POS,7/9/2019,NA,NA,NA
POS,7/10/2019,0.054673734,-7.635097193,29.69423894
POS,7/11/2019,0.04341535,-1.894381205,5.463256867
POS,7/12/2019,0.077613595,-5.014168537,14.34866865
POS,7/13/2019,0.03183922,-7.933105515,26.00923842
POS,7/14/2019,NA,NA,NA
POS,7/15/2019,-0.007461237,-7.698754567,28.47217228
POS,7/16/2019,-0.099636362,-2.170917522,6.578957891
POS,7/17/2019,0.202765695,-7.728992941,24.4581118
POS,7/18/2019,0.063993353,-7.714301125,27.74202023
POS,7/19/2019,NA,NA,NA
POS,7/20/2019,0.007222479,-0.456740494,0.38920191
POS,7/21/2019,0.002944646,-0.826139852,1.616358052
POS,7/22/2019,-0.087277089,-6.322840914,14.98595542
POS,7/23/2019,-0.483232838,-1.405173387,3.576163695
POS,7/24/2019,NA,NA,NA
POS,7/25/2019,-0.153805783,-3.210185462,7.624998568
POS,7/26/2019,0.054459943,-5.551722828,13.20483462
POS,7/27/2019,-0.030946182,-8.226845177,21.41176529
POS,7/28/2019,-0.112955483,-8.303453709,23.27794354
POS,7/29/2019,NA,NA,NA
POS,7/30/2019,NA,NA,NA
POS,7/31/2019,NA,NA,NA
TUM,2/24/2019,3.917365834,-5.711511151,7.963976649
TUM,2/25/2019,2.625159928,-3.634697679,7.4595252
TUM,2/26/2019,1.774070392,-5.786072055,7.872246789
TUM,2/27/2019,3.671612219,-7.013681988,7.767012007
TUM,2/28/2019,3.439585085,-5.491754008,7.589475295
TUM,3/1/2019,NA,NA,NA
TUM,3/2/2019,4.663695106,-8.568895928,9.400962179
TUM,3/3/2019,NA,NA,NA
TUM,3/4/2019,NA,NA,NA
TUM,3/5/2019,1.201756309,-5.26371532,7.359881486
TUM,3/6/2019,NA,NA,NA
TUM,3/7/2019,NA,NA,NA
TUM,3/8/2019,NA,NA,NA
TUM,3/9/2019,NA,NA,NA
TUM,3/10/2019,NA,NA,NA
TUM,3/11/2019,NA,NA,NA
TUM,3/12/2019,NA,NA,NA
TUM,3/13/2019,NA,NA,NA
TUM,3/14/2019,NA,NA,NA
TUM,3/15/2019,NA,NA,NA
TUM,3/16/2019,NA,NA,NA
TUM,3/17/2019,NA,NA,NA
TUM,3/18/2019,NA,NA,NA
TUM,3/19/2019,NA,NA,NA
TUM,3/20/2019,NA,NA,NA
TUM,3/21/2019,NA,NA,NA
TUM,3/22/2019,NA,NA,NA
TUM,3/23/2019,1.738742086,-2.473936851,6.647585352
TUM,3/24/2019,NA,NA,NA
TUM,3/25/2019,NA,NA,NA
TUM,3/26/2019,2.279423278,-3.398353919,5.921842045
TUM,3/27/2019,NA,NA,NA
TUM,3/28/2019,NA,NA,NA
TUM,3/29/2019,NA,NA,NA
TUM,3/30/2019,NA,NA,NA
TUM,3/31/2019,NA,NA,NA
TUM,4/1/2019,NA,NA,NA
TUM,4/2/2019,NA,NA,NA
TUM,4/3/2019,NA,NA,NA
TUM,4/4/2019,NA,NA,NA
TUM,4/5/2019,3.759743447,-6.581602603,7.841030728
TUM,4/6/2019,3.992307702,-4.957159496,7.51431196
TUM,4/7/2019,5.405631354,-5.581681861,7.684004736
TUM,4/8/2019,NA,NA,NA
TUM,4/9/2019,NA,NA,NA
TUM,4/10/2019,NA,NA,NA
TUM,4/11/2019,3.490965501,-4.872999629,7.300738137
TUM,4/12/2019,NA,NA,NA
TUM,4/13/2019,NA,NA,NA
TUM,4/14/2019,5.561057078,-13.49302628,5.204610193
TUM,4/15/2019,-0.544115184,-18.87212668,7.447858605
TUM,4/16/2019,0.994277336,-12.52915663,7.155148252
TUM,4/17/2019,0.185938542,-11.47503792,7.073641047
TUM,4/18/2019,5.592857083,-13.25903342,6.196964865
TUM,4/19/2019,NA,NA,NA
TUM,4/20/2019,NA,NA,NA
TUM,4/21/2019,NA,NA,NA
TUM,4/22/2019,NA,NA,NA
TUM,4/23/2019,NA,NA,NA
TUM,4/24/2019,NA,NA,NA
TUM,4/25/2019,6.13871754,-6.987691095,7.659535478
TUM,4/26/2019,1.942435084,-6.823065241,8.027288589
TUM,4/27/2019,4.090036057,-6.409347362,8.135859879
TUM,4/28/2019,NA,NA,NA
TUM,4/29/2019,5.579679912,-6.967752897,8.181449756
TUM,4/30/2019,5.532052746,-6.10217638,7.666340901
TUM,5/1/2019,NA,NA,NA
TUM,5/2/2019,NA,NA,NA
TUM,5/3/2019,NA,NA,NA
TUM,5/4/2019,NA,NA,NA
TUM,5/5/2019,NA,NA,NA
TUM,5/6/2019,NA,NA,NA
TUM,5/7/2019,NA,NA,NA
TUM,5/8/2019,NA,NA,NA
TUM,5/9/2019,NA,NA,NA
TUM,5/10/2019,NA,NA,NA
TUM,5/11/2019,NA,NA,NA
TUM,5/12/2019,NA,NA,NA
TUM,5/13/2019,NA,NA,NA
TUM,5/14/2019,NA,NA,NA
TUM,5/15/2019,NA,NA,NA
TUM,5/16/2019,NA,NA,NA
TUM,5/17/2019,NA,NA,NA
TUM,5/18/2019,NA,NA,NA
TUM,5/19/2019,NA,NA,NA
TUM,5/20/2019,NA,NA,NA
TUM,5/21/2019,NA,NA,NA
TUM,5/22/2019,NA,NA,NA
TUM,5/23/2019,NA,NA,NA
TUM,5/24/2019,NA,NA,NA
TUM,5/25/2019,10.08255047,-6.958601891,8.462715525
TUM,5/26/2019,10.35430127,-7.432867948,8.512708781
TUM,5/27/2019,10.62882498,-7.330082375,8.668031816
TUM,5/28/2019,NA,NA,NA
TUM,5/29/2019,5.908811566,-15.61372165,10.62588342
TUM,5/30/2019,8.653419026,-11.00487313,10.86865013
TUM,5/31/2019,4.479715732,-6.778900298,4.467697972
TUM,6/1/2019,NA,NA,NA
TUM,6/2/2019,7.736206105,-8.575405593,10.80331313
TUM,6/3/2019,8.787982983,-8.265498667,11.39960689
TUM,6/4/2019,NA,NA,NA
TUM,6/5/2019,NA,NA,NA
TUM,6/6/2019,NA,NA,NA
TUM,6/7/2019,NA,NA,NA
TUM,6/8/2019,NA,NA,NA
TUM,6/9/2019,NA,NA,NA
TUM,6/10/2019,2.174415357,-6.259360207,7.876927387
TUM,6/11/2019,4.429942078,-6.746449615,7.793183609
TUM,6/12/2019,NA,NA,NA
TUM,6/13/2019,NA,NA,NA
TUM,6/14/2019,2.41473498,-6.890883205,7.965859496
TUM,6/15/2019,4.205924894,-8.026316386,7.990170316
TUM,6/16/2019,7.018017796,-10.31055883,8.069725391
TUM,6/17/2019,NA,NA,NA
